Job #,Borough,House #,Street Name,Block,Lot,Bin #,Job Type,Community - Board,Curb Cut,Fully Permitted,Initial Cost,Proposed Zoning Sqft,Horizontal Enlrgmt,Vertical Enlrgmt,Enlargement SQ Footage,Zoning Dist1,Job Description
104827001,Manhattan,330,EAST   75 STREET,1449,7501,1044935,A2,108,,2009-10-07,75000.0,0,,,0,C1-9,"COMBINATION OF EXISTING APARTMENTS 35B &amp;35C, REPLACEMENT PLUMBING ROUGH NG AND ALL FIXTURES,REMOVAL OF NON-BEARING PARTITIONS NEW PARTITIONS FLOORING W LL &amp; CEILING FINISHES NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
104829562,Manhattan,1040,FIFTH AVENUE,1497,1,1046827,A2,108,,2007-10-15,40000.0,0,,,0,R10,"Removal of interior non-bearing partitioNS TO APARTMENT 2-C. No change to use, egress or occupancy."
104832530,Manhattan,151,WEST   86 STREET,1217,11,1032190,A2,107,,2007-08-29,50000.0,0,,,0,R10A,"Renovating apartment 11C. No change to use, egress, or occupancy."
104840228,Manhattan,115,SOUTH STREET,97,2,1001323,A2,101,,2007-07-24,85000.0,0,,,0,C5-3,"Filing to divide and renovate 4th floor apartment to create one apartment at 4th floor and a duplex apartment at 4th and 5th floor. Architectural, mechanical, plumbing and structural work. Change in egress. No change in use or occupancy."
104843369,Manhattan,668,WASHINGTON STREET,636,60,1011992,A2,102,,2007-09-26,40000.0,0,,,0,C1-7,RENOVATION OF EXISTING APARTMENT #GB ONTHE BASEMENT LEVEL NO CHANGE OF USE OCCUPANCY OR EGRESS.
104843920,Manhattan,575,PARK AVENUE,1397,69,1042059,A2,108,,2008-05-15,55000.0,0,,,0,,INTERIOR RENOVATION OF AN EXISTINGRESIDENTIAL APARTMENT INCLUDING PARTITION CHANGES.PLUMBING WORK AS PER PLANS.NO CHANGE IN USE OCCUPANCY OR EGRES S FILED UNDER THIS APPLICATION.
120883703,Manhattan,41,PARK AVE,892,1,1018936,A2,106,,2011-11-29,40000.0,0,,,0,R10,"INTERIOR RENOVATION OF APARTMENT. DEMOLISH AND CONSTRUCT INTERIOR PARTITIONS, CEILING AND DOORS. MODIFY PLUMBING FIXTURES AND RELATED PIPING AS SHOWN IN PLAN. NO CHANGE IN EGRESS. NO CHANGE IN OCCUPANCY OR USE."
104850500,Manhattan,2276,7 AVENUE,1939,35,1058816,A2,110,,2007-12-13,60000.0,0,,,0,C1-4,"APPLICATION FILED TO RENOVATE EXISTING APARTMENTS. GEN. CONST. AND PLUMBING. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
104851581,Manhattan,327,EAST   93 STREET,1556,16,1050286,A2,108,,2008-03-13,50000.0,0,,,0,R8B,"PARTITION AND PLUMBING WORK IN EXISTING APARTMENT.  ALL AS PER PLANS AND APPLICATIONS FILED HEREWITH. THERE IS NO CHANGE IN USE, OCCUPANCY OR MEANS OF EGRESS."
104856443,Manhattan,19,BOND STREET,529,7503,1076035,A2,102,,2007-10-02,45000.0,0,,,0,M1-5B,"Renovate apartment #3A. No change to use, egress or occupancy."
104859878,Manhattan,55,EAST    9 STREET,561,37,1009100,A2,102,,2007-09-27,64000.0,0,,,0,R7-2,"Combination of apartments 14B+14C under TPPN 3/97.  Demolition of interior non-loadbearing partitons; construction of new partitions; installation of plumbing fixtures; replacement of windows per drawings; no change to use, egress or occupancy.  Please see comments #16."
104860786,Manhattan,25,SUTTON PLACE SOUTH,1371,38,1040722,A2,106,,2007-09-20,53000.0,0,,,0,R10,"Apartment renovation to include demolition and construction of partitions, hung ceiling work and minor plumbing as shown on plans filed herewith. No change in use, egress or occupancy."
104862891,Manhattan,516,WEST  112 STREET,1883,7502,1056982,A2,109,,2007-09-07,40000.0,0,,,0,R8,"Interior demolition only of existing apartments on the 16th thru 19th floors. Architectural work. No change in use, occupancy or egress."
104865745,Manhattan,242,EAST   19 STREET,899,32,1019591,A2,106,,2007-10-16,73000.0,0,,,0,R9A,"Combination of apartments 10H and 11H. Remove and install interior partitions, doors and plumbing fixtures. Remove 1 kitchen, install convenience stair and new exhust fan. No change to use, egress or occupancy."
120882009,Manhattan,20,SUTTON PLACE SOUTH,1367,26,1040463,A2,106,,2011-11-07,45000.0,0,,,0,R10,"REFURBISH APARTMENT 1B AS PER PLANS SUBMITTED HEREIN. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
104878884,Manhattan,101,WEST   12 STREET,608,39,1010619,A2,102,,2007-10-16,55000.0,0,,,0,C6-2,"Relocation of Kitchen in apartment 3N. No change to use, egress or occupancy."
120889271,Manhattan,153,CHAMBERS STREET,140,7504,1001503,A2,101,,2012-01-04,60000.0,0,,,0,C6-3A,RENOVATE EXISTING APARTMENT #5 ON 5TH FLOOR AND PENTHOUSE
104882735,Manhattan,1435,1 AVENUE,1449,26,1076317,A2,108,,2007-11-09,40000.0,0,,,0,C1-9,"PARTITION, PLUMBING AND STUCTURAL  WORK IN EXISTING APARTMENT, PROVIDE MEZZANINE LEVEL WITHIN UNIT AS PER GEORGE BERGER MEMO DATED 9/29/80  ALL AS PER PLANS &amp; APPLICATIONS FILED HEREWITH. THERE IS NO CHANGE IN USE, OCCUPANCY OR MEANS OF EGRESS"
104885242,Manhattan,140,EAST   71 STREET,1405,57,1042750,A2,108,,2007-12-04,59000.0,0,,,0,C1-5,"Combination and renovation of existing apartments #5B and 5C on the 5th floor with related mechanical work on the roof. Architectural, mechanical, and plumbing work. Change of egress. No change of use or occupancy."
104887491,Manhattan,45,SUTTON PLACE SOUTH,1371,14,1040721,A2,106,,2007-12-05,70000.0,0,,,0,R10,"FILING FOR MINOR CONSTRUCTION WORK INEXISTING DUPLEX APARTMENT.REMOVE AND INSTALL MINOR PARTITION WORK,MCHANCLWORK PLUMBING AND FINISHES NO CHANGES"
104892029,Manhattan,79,EAST   79 STREET,1491,30,1046442,A2,108,,2007-09-21,60000.0,0,,,0,R10,"Renovations to existing floor-thru apartment including removing and installing interior non-bearing partitions, cabinetry and finishes throughout.  No change in zoning, use, egress or occupancy proposed."
104892975,Manhattan,245,MULBERRY STREET,495,28,1007527,A2,102,,2008-03-11,50000.0,0,,,0,,"RENOVATION OF EXITING APARTMENTS 5, 9,14ON 2,3, AND 4TH FLOORS. PARTITIO N AND PLUMBING WORK, NEW METAL BALCONIESAT REAR FOR APT'S 9 AND 14 AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
104894223,Manhattan,1160,3 AVENUE,1402,7501,1076299,A2,108,,2007-10-11,50000.0,0,,,0,C1-9,Int renovation &amp; combination of apartment 10 A &amp; 10B.  Minor interior demolition of non-load bearing partitions.  Cap &amp; remove kitchen @ apartment 10A.  Refurbish kitchen @ apartment 10B.  Apartment combination in compliance with TPPN 3/97.  NO CHANGE TO EGRESS USE OR OCCUPANCY
104894553,Manhattan,420,RIVERSIDE DRIVE,1896,1,1057365,A2,109,,2007-10-19,79000.0,0,,,0,R8,"Filing for interior renovation of apartment 1F to include partition and plumbing work. No change to use, egress or occupancy."
104896668,Manhattan,370,RIVERSIDE DRIVE,1893,32,1057312,A2,107,,2007-10-31,50000.0,0,,,0,R10A,"Interior renovation to existing apartment 10 b on the 10th floor.  Remove and relocate partitions.  replace and relocate plumbing fixtures.  All as per plan, no change in use, egress, or occupancy."
104897079,Manhattan,241,EAST    7 STREET,377,67,1004524,A2,103,,2007-11-02,60000.0,0,,,0,R7-2,"Renovation of existing apartment #1C on the 1st floor. Architectural, mechanical and plumbing work. No change of use, occupancy or egress."
104899549,Manhattan,170,EAST   88 STREET,1516,42,1048059,A2,108,,2007-11-27,85000.0,0,,,0,,"RENOVATION OF EXISTING DUPLEX APARTMENT.MODIFICATION OF PARTITIONS AND P LUMBING FIXTURES AS INDICATED ON PLANS SUBMITTED. NO CHANGE IN USE,EGRESS OR OCC UPANCY."
104902474,Manhattan,110,CENTRAL PARK SOUTH,1011,38,1023756,A2,105,,2009-04-28,50000.0,0,,,0,C5-1,"PARTITION WORK IN EXISTING PENTHOUSE APARTMENT. RELOCATE CEILING REGISTE RS, AND 2 SPRINKLER HEADS, REPLACE GAS FIREPLACE.NO CHANGE IN USE,OCCUPANCY OR E GRESS."
104905024,Manhattan,21,SOUTH END AVENUE,16,7509,1075698,A2,101,,2007-11-13,62000.0,0,,,0,C6-4,"Combination of apartments 606 and 607. Remove and install interior partitions, doors and plumbing fixtures. Install convenience stair between floors 6 and 7. No change to use, egress or occupancy."
320392366,Brooklyn,22,NORTH    6 STREET,2332,7502,3397446,A2,301,,2012-05-03,56000.0,0,,,0,R8,"RENOVATION OF AN EXISTING APARTMENT.NO CHANGE TO USE,EGRESS OR OCCUPANCY"
104908049,Manhattan,60,RIVERSIDE DRIVE,1186,52,1031113,A2,107,,2007-11-20,80000.0,0,,,0,R10A,"Renovation of existing apartment #1GH on the first floor. Architectural and plumbing work. No change in use, occuapancy or egress."
104908682,Manhattan,225,WEST   83 STREET,1231,7501,1084303,A2,107,,2008-05-21,43000.0,0,,,0,C4-6A,"Combine apartments 15K and 15L on the 15th floor. No change to use, egress, or occupancy."
104908940,Manhattan,30,WEST   15 STREET,816,59,1015296,A2,105,,2007-10-22,70000.0,0,,,0,C6-2M,"Renovation of existing apartment #3S on the 3rd floor. Architectural, plumbing and mechanical work. No change of use, occuapncy or egress."
104909262,Manhattan,115,FOURTH AVENUE,558,7502,1066890,A2,103,,2007-10-01,40000.0,0,,,0,C6-1,"Renovation of existing apartment #4D on the 4th floor. Architectural work. No change of use, occupancy or egress."
104910624,Manhattan,21,EAST   96 STREET,1602,7502,1051442,A2,111,,2007-09-27,55000.0,0,,,0,R10,"Filing for the construction of 2 trellises, 1 arbor and a steel railing system on the terrace of apartment #PH-DU on the 11th floor only. Architectural and structural work. No change of use, occupancy or egress."
104911124,Manhattan,175,WEST   93 STREET,1224,1,1032534,A2,107,,2007-10-10,70000.0,0,,,0,C2-8,"Renovation to interior partitions alosng with related plumbing work to apartment 7F. No change to use, egress or occupancy."
104911589,Manhattan,800,WEST END AVENUE,1870,4,1056393,A2,107,,2007-11-05,40000.0,0,,,0,,"INTERIOR RENOVATION OF EXISTING CLASS'A' APARTMENT.  REMOVE EXISTING NON-STRUCTURAL PARTITION.  RENOVATETWO EXISTING BATHROOMS.  REMOVE &amp; REPLACE THE EXISTING KITCHEN.  NOCHANGE OF USE, EGRESS OR OCCUPANCY"
104915031,Manhattan,300,EAST   74 STREET,1448,3,1089033,A2,108,,2007-10-24,65000.0,0,,,0,R8,"Filing to renovate apartment 29A with minor partition and plumbing modifications as per plans filed herewith.  No change to use, egress, or occupancy under this application."
104916147,Manhattan,40,MERCER STREET,474,38,1087559,A2,102,,2007-10-17,52000.0,0,,,0,M1-5B,"PERFORM MINOR INTERIOR DEMOLITION AND CONSTRUCTION IN CONJUNCTION WITH APARTMENT RENOVATION. REPLACE AND RELOCATE PLUMBING AND SANITARY FIXTURES IN CONJUNCTION WITH RENOVATION. RELOCATE KITCHEN VENT. NO CHANGE TO USE,OCCUPANCY, EGRESS OR FIREPROTECTION."
104919251,Manhattan,530,EAST   72 STREET,1483,28,1046259,A2,108,,2009-11-10,50000.0,0,,,0,R9,Partition changes in apartment 3G. Install new lightweight metal and glass enclosure on existing balcony. Related plumbing work. No change to use egress or occupancy.
104919279,Manhattan,205,EAST   22 STREET,903,7501,1019668,A2,106,,2008-02-13,80000.0,0,,,0,C2-8A,"Combine apartments 4B and 4C at 4th floor. Partition changes, related plumbing and finish work. Filed as per TPPN 3/97. No change to use, occupancy or egress."
110003433,Manhattan,519,EAST   86 STREET,1583,9,1051263,A2,108,,2008-02-27,50000.0,0,,,0,R10,"Proposed renovation work to combine apartments 3E and 3F as per plans filed. No change to use, egress or occupancy is involved."
110003442,Manhattan,255,WEST   10 STREET,631,46,1078241,A2,102,,2007-12-13,40000.0,0,,,0,C1-6,"Renovation of apartment 5FS. Partition changes, related plumbing work and finish work. No change to use, occupancy or egress.  No increase to room count."
110003978,Manhattan,90,LAUREL HILL TERRACE,2149,84,1063583,A1,112,,2008-01-11,50000.0,0,,,0,R7-2,Remodel existing offices (Use group 3) in the cellar. Convert two (2) class 'A' apartments on the 1st floor into offices (Use group 3).
110006467,Manhattan,70,EAST   10 STREET,555,1,1008954,A2,102,,2008-10-03,50000.0,0,,,0,C6-2,"COMBINING APARTMENTS WITHOUT AFFECTING THE CERTIFICATE OF OCCUPANCY AS PER TPPN 3/97. WORK INCLUDES THE REMOVAL OF PARTITIONS, REMOVAL AND INSTALLATION OF PLUMBING FIXTURES, REPAIRING WALLS AND CEILING AS PER PLANS SUBMITTED. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
120905431,Manhattan,320,EAST 57TH STREET,1349,44,1039991,A2,106,,2012-01-25,45000.0,0,,,0,R10,INTERIOR RENOVATION OF APARTMENT 6D AS PER PLANS FILED HEREWITH. NO CHANGE TO OCCUPANCY USE OR EGRESS UNDER THIS APPLICATION.
110009348,Manhattan,180,EAST END AVENUE,1585,23,1051349,A2,108,,2009-02-12,50000.0,0,,,0,R10A,"Apartment renovation to include demolition, general sonstruction, and minor plumbing work as shown on plans filed herewith.  No change in use, egress or occupancy."
110014225,Manhattan,2025,BROADWAY,1141,7502,1076231,A2,107,,2007-12-04,60000.0,0,,,0,C4-6A,"Apartment combination as per TPPN 3/97. Interior renovation, removal and reconfiguration of interior partitions. PL work to include removal of a kitchen and bathroom renovations. No change to use, egress or occupancy."
110015947,Manhattan,15,EAST   91 STREET,1503,14,1047014,A2,108,,2008-03-12,83000.0,0,,,0,R10,"Renovation of apartment 6B. Architectural, plumbing and mechanical work as per plans. No change in use, occupancy or egress."
110021173,Manhattan,245,EAST   87 STREET,1533,22,1048813,A2,108,,2008-03-17,50000.0,0,,,0,C2-8,"Renovation of an existing apartment 17B on the 17th Floor. Architectural, mechanical and plumbing work. No change of use, occupancy or egress."
110032900,Manhattan,69,FIFTH AVENUE,842,7501,1016061,A2,105,,2008-10-15,70000.0,0,,,0,C6-4M,"Interior partitions and plumbing work to combine apartments 7G &amp; 7H, as indicated on plans.  No change in use, occupancy or egress."
110033222,Manhattan,65,WEST   13 STREET,577,7502,1009706,A2,102,,2008-02-04,50000.0,0,,,0,C6-2,"Renovation of existing apartment #6D on the 6th floor. Architectural work. No change in use, occupancy or egress."
110033801,Manhattan,714,BROADWAY,545,8,1082485,A2,102,,2008-08-19,70000.0,0,,,0,M1-5B,Renovation of apartment on 11 floor as per plans filed herewith. No change to occupancy use or egress.
110040330,Manhattan,49,WEST   12 STREET,576,66,1009632,A2,102,,2008-01-11,60000.0,0,,,0,R6,"Apartment renovation work to include bathroom modifications and new masonary opening for through wall AC units and related construction as per plans filed herewith. No change in use, egress or occupancy."
120910247,Manhattan,252,EAST 61ST STREET,1415,21,1078348,A2,108,,2011-12-07,80000.0,0,,,0,C2-8,"THIS APPLICATION IS BEING FILED FOR INTERIOR RENOVATION AND PLUMBING WORK ON THE 6TH FLOOR IN APARTMENT #N-4C, S-4J AT THE SUBJECT PREMISES AS PER PLANS SUBMITTED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
110042356,Manhattan,255,EAST   49 STREET,1323,7501,1038254,A2,106,,2008-02-27,40000.0,0,,,0,C1-9,"COMBINING APARTMENT 22D WITH APARTMENT22C WITHOUT AFFECTING CERTIFICATE OF OCCUPANCY AS PER TPPN #3/97. MINOR PLUMBING AND PARTITION WORK AS PER PLANS SUBMITTED. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
110043131,Manhattan,188,EAST   70 STREET,1404,7503,1042610,A2,108,,2008-02-22,40000.0,0,,,0,C1-9,"APPLICATION IS FILED TO SHOW PROPOSED RENOVATION TO APARTMENT 18D AS INDICATED ON PLANS PROVIDED. WORK TO INCLUDE PARTITION AND PLUMBING CHANGES AS SHOWN. THERE IS NO CHANGE TO USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
110043818,Manhattan,417,EAST   65 STREET,1460,11,1045393,A2,108,,2008-02-11,45000.0,0,,,0,R8B,"PARTITION AND PLUMBING WORK IN EXISTING APARTMENT. ALL AS PER PLANS AND APPLICATIONS FILED HEREWITH.THERE IS NO CHANGE IN USE, OCCUPANCY OR MEANS OF EGRESS."
110044069,Manhattan,595,WEST END AVENUE,1250,35,1087679,A2,107,,2008-03-04,50000.0,0,,,0,R10A,"It is proposed to renovate existing mechanical ductwork for combined apartments 9A, 9B, 9C, 9D, 10C and 10 D in existing 14 story residential building as shown on plans.  No change in use ,egress or occupancy."
110048216,Manhattan,175,WEST   73 STREET,1145,1,1030007,A2,107,,2008-02-27,64000.0,0,,,0,C2-7A,"Filing to combine apartments 5/6G and 5F with partition and plumbing modifications as per plans filed herewith.  This application will supercede Alt II #104514143.  No change to use, egress, or occupancy under this application."
110048270,Manhattan,22,EAST   89 STREET,1500,58,1046963,A2,108,,2008-03-13,50000.0,0,,,0,R10,"PARTITIONS AND  PLUMBING WORK IN EXISTING APARTMENT.ALL AS PER PLANS AND APPLICATIONS FILED HEREWITH.THERE IS NO CHANGE IN USE, OCCUPANCY OR MEANS OF EGRESS."
120907616,Manhattan,530,E 13 STREET,406,21,1005212,A2,103,,2012-01-09,75000.0,0,,,0,R8B,"INTERIOR RENOVATION WORK AT APARTMENT# 27, REPLACE PLUMBING FIXTURES. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
110049876,Manhattan,175,WEST   13 STREET,609,1,1010632,A2,102,,2008-01-31,60000.0,0,,,0,C2-6,"INTERIOR RENOVATION TO APARTMENT# 3D ON THE 3RD FLOOR. WORK TO INCLUDE MINOR DEMOLITION OF INTERIOR PARTITIONS, CONSTRUCTION OF NEW PARTITIONS, NEW PLUMBING FIXTURES ON EXISTING ROUGHING. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
110052914,Manhattan,523,HUDSON STREET,631,46,1078243,A2,102,,2008-02-21,40000.0,0,,,0,C1-6,"Renovation of apartment 3RS, 3rd floor. Partition work, finish work, related plumbing work. No increase to room count. No change to use, occupancy or egress."
110054654,Manhattan,180,WEST   58 STREET,1010,61,1023740,A2,105,,2008-01-16,50000.0,0,,,0,C5-1,"Renovation of apartment in existing old-code residential building. Minor partition re-configuration and installation of two lavatories on existing roughing. No Change to Occupancy/Use, Egress or Fire-Protection under this application."
120908492,Manhattan,517,EAST 87TH STREET,1584,12,1051319,A2,108,,2012-02-01,80000.0,0,,,0,R8B,"RENOVATION OF EXISTING APARTMENT WORK TO INCLUDE PARTITIONS, DOORS, FLOORS, WINDOWS, CEILING HUNG A/C UNITS &amp; RELATED PLUMBING WORK AS PER PLANS FILED HEREWITH."
120908946,Manhattan,111,WEST 67TH STREET,1139,7503,1084564,A2,107,,2012-02-01,65000.0,0,,,0,C4-7,"INTERIOR RENOVATION OF APARTMENT 34F AS PER PLANS FILED HEREWITH. NO CHANGE TO OCCUPANCY, USE OR EGRESS."
110056224,Manhattan,196,WEST   70 STREET,1141,7502,1076231,A2,107,,2008-03-27,77000.0,0,,,0,C4-7A,"LEGAL COMBINATION OF APARTMENTS 2G AND 2H INCLUDING DEMOLITION, CARPENTRY, ELECTRICAL, PLUMBING AND FINISH WORK. NO CHANGE TO EGRESS, USE OR OCCUPANCY."
110058801,Manhattan,230,WEST END AVENUE,1162,1,1030359,A2,107,,2008-04-04,75000.0,0,,,0,R8B,"Combine apartments 12E &amp; 12F as shown on submitted plans. Demolitin, general construction, plumbing and mechanical work as shown  on plans filed herewith. No change in use, egress or occupancy."
110059711,Manhattan,40,EAST    9 STREET,560,7502,1009091,A2,102,,2008-06-06,60000.0,0,,,0,R7-2,"Renovate Apartment 12D. No change to use, egress or occupancy."
120909614,Manhattan,77,7TH AVENUE,790,1,1014515,A2,104,,2012-01-30,73000.0,0,,,0,C6-2A,"THIS APPLICATION IS FILED TO RENOVATE AN EXISTING APARTMENT UNIT 18J WITH REPLACEMENT OF PLUMBING FIXTURES AND NEW FINISHES THROUGHOUT. NO CHANGE IN USE, EGRESS AND OCCUPANCY."
110061227,Manhattan,595,WEST END AVENUE,1250,35,1087679,A2,107,,2008-05-21,60000.0,0,,,0,R10A,"Combine apartments 14 A,B,C,D as per PPN 3/97.Erect minor interior partitions, install new plumbing fixtures new finishes and new HVAC. No change in egress occupancy or use."
110063948,Manhattan,40,NORTH MOORE STREET,189,7508,1002142,A2,101,,2008-05-09,60000.0,0,,,0,C6-2A,"Apartment combination as per TPPN 3/97 work to include removal and installation of non load bearing partitions and installation of convenience stair. Plumbing work to include removal and installation of fixtures. No change to use, egress or occupancy."
110065660,Manhattan,15,WEST   63 STREET,1116,7502,1027467,A2,107,,2008-03-07,65000.0,0,,,0,C4-7,"INTERIOR RENOVATION TO APARTMENT 22A ON THE 22ND FLOOR. WORK TO INCLUDE REMOVAL AND RECONSTRUCTION OF PARTITIONS, REPLACEMENT OF PLUMBING FIXTURES AND UPGRADE OF H.V.A.C SYSTEM, ALL AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
110068532,Manhattan,356,EAST   13 STREET,454,36,1006490,A2,103,,2008-02-14,40000.0,0,,,0,C1-5,"Application being filed to renovate existing apartment #9 as shown on the plans. No change in use, egress or occupancy. And remove violation."
110070654,Manhattan,340,EAST   74 STREET,1448,7501,1044913,A2,108,,2008-07-14,50000.0,0,,,0,R8,COMBINATION OF APARTMENTS 7A &amp; 7B CAP LINES. INTERIOR NON LOADBEARING PARTITION ALTERATIONS. NO CHANGE TO USE OCCUPANCY OR EGRESS
110072000,Manhattan,127,WEST   82 STREET,1213,7503,1070806,A2,107,,2008-03-17,62000.0,0,,,0,R8B,"Combination of Apartments 2E and 3B as per TPPN #3/97.  Scope of work to include removal and installation of partitions, minor mechanical work and plumbing work as per plans filed herewith.  No change in use, egress or occupancy."
110075294,Manhattan,60,RIVERSIDE DRIVE,1186,52,1031113,A2,107,,2008-04-14,55000.0,0,,,0,R10A,"Interior modification of existing apartment 14 G &amp; H to be combined into one as per TPPN #3/97, work involves partitions, plumbing, flooring/ceiling, and create new opening between units for access.  No change of use, egress, or occupancy is involved under this application."
120916054,Manhattan,145,EAST 92TH STREET,1521,20,1048344,A2,108,,2013-10-15,51000.0,0,,,0,C1-8X,"REMODEL APARTMENT 3B ON THE THIRD FLOOR.NO CHANGE TO USE, OCCUPANCY OR EGRESS."
110079717,Manhattan,10,WEST   66 STREET,1118,22,1028163,A2,107,,2008-03-21,60000.0,0,,,0,R10A,"Interior renovation in a residential space apartment 14B as per plans submitted herewith, no change in use, occupancy group or egress."
110090062,Manhattan,54,MORNINGSIDE DRIVE,1867,60,1056053,A2,109,,2008-02-22,60000.0,0,,,0,R8,"RENOVATE EXISTING APARTMENT; REPLACE KITCHEN, NEW BATHROOM, NEW FLOORING AND CEILINGS AS PER PLANS FILED.  NO CHANGE IN USE, EGRESS OR OCCUPANCY."
110091472,Manhattan,200,EAST   65 STREET,1419,7502,1076307,A2,108,,2008-05-22,50000.0,0,,,0,C1-9,"Combination of apartments  # 31E + 31 N under TPPN 3/97. Demolition of interior non-loadbearing partitions; construction of new partitions; installation of plumbing fixtures; change of existing exhaust duct + provision of new bath exhaust  ductwork; no change to use, egress or occupancy."
110096306,Manhattan,625,PARK AVENUE,1400,1,1042414,A2,108,,2008-07-23,67000.0,0,,,0,R10,"RENOVATION OF APARTMENT #1A ON 2ND FLOOR WITH INSTALLATION OF NEW PARTITIONS, PLUMBING AND CENTRAL AC.  NO CHANGE TO OCCUPANCY USE OR EGRESS."
110283194,Manhattan,60,PERRY STREET,621,55,1011261,A1,102,,2008-06-19,50000.0,3852,,,0,R6,Combine 3rd floor and 2nd floor apartment to one dwelling unit. Multiple Dwelling is to become 2 family residence. Related plubming work.
120920673,Manhattan,530F,GRAND STREET,331,120,1076783,A2,103,,2012-04-19,62000.0,0,,,0,R7-2,"FILING FOR APARTMENT RENOVATION. REARRANGE NON LOAD BEARING PARTITONS, DOORS FLOORING AND FINISHES. RELOCATE PLUMBING FIXTURES IN KITCHEN &amp; LAUNDRY AS SHOWN ON DRAWINGS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
200650580,Bronx,1454,SHAKESPEARE AVENUE,2872,111,2114226,A2,204,,2002-09-11,56000.0,0,,,0,R7-1,INSTALLATION OF AUTOMATIC SPRINKLER SYST EM IN CONJUNCTION WITH CONSTRUC ION OF NEW 6-STORY J-2 APARTMENT BUILDIN G (FULLY SPRINKLERED UNDER THIS APPLICA ION.)
120926659,Manhattan,160,WEST   66 STREET,1137,7501,1077844,A2,107,,2012-03-30,82000.0,0,,,0,C4-7,"RENOVATION OF EXISTING APARTMENT INCLUDING THE REMOVAL AND INSTALLATION OF INTERIOR PARTITIONS, WORK AND CASEWORK. ALL AS INDICATED ON PLANS FILED HEREWITH. NO CHANGE TO USE OCCUPANCY OR EGRESS."
200660944,Bronx,2030,VALENTINE AVENUE,3142,9,2013285,A2,205,,2001-08-28,40000.0,0,,,0,,"REFURBISHING WORK IN EXISTING APARTMENT S G &amp; H. LAMINATE AND REBUILT PA RTITIONS,CEILING,REPLACE FLOOR JOIST AND  NEW WOOD FLOOR.REPLACEMENT OF EXISTING PLUMBING FIXTURES,STORM DRAIN AND GAS EQ UIPMENT.HEREWITH APPLICATION SUBMITTED O BE CORRECTED VECB #122100C05BL01 &amp; 122 100P5SF1.THERE WILL BE NO CHANGE IN USE"
120924660,Manhattan,468,WEST 23RD STREET,720,7502,1012768,A2,104,,2012-02-16,50000.0,0,,,0,R7B,"INTERIOR RENOVATION OF EXISTING APARTMENT. NEW NON-BEARING INTERIOR PARTITIONS, FIXTURES AND CABINETRY AS INDICATED ON PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS."
120927462,Manhattan,141,EAST 33RD STREET,889,22,1018494,A2,106,,2012-01-12,40000.0,0,,,0,C1-9,"THIS APPLICATION IS BEING FILED FOR INTERIOR RENOVATION AND PLUMBING WORK ON THE 8TH FLOOR IN APARTMENT 8C AT THE SUBJECT PREMISES AS PER PLANS SUBMITTED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
120932633,Manhattan,343,EAST   81 STREET,1544,18,1049853,A2,108,,2012-04-18,71000.0,0,,,0,R8B,"COMPLETE RENOVATION OF APARTMENT 2A ON THE 2ND FLOOR. NO CHANGE IN OCCUPANCY, USE OR EGRESS."
200714593,Bronx,2280,RANDALL AVENUE,3537,1,2092636,A2,209,,2002-04-09,58000.0,0,,,0,,REPLACEMENT OF GAS PIPING FROM EXISTING METERS TO STOVE OUTLETS.  INCLUD ING OVERHEAD PIPING IN BASEMENT &amp; RISERS .  139 APARTMENTS NO CHANGE IN USE EGRE S OR OCCUPANCY.
200714539,Bronx,2125,RANDALL AVENUE,3570,1,2092674,A2,209,,2002-04-10,58000.0,0,,,0,,REPLACEMENT OF GAS PIPING FROM EXISTING METERS TO STOVE OUTLETS.  INCLUD ING OVERHEAD PIPING IN BASEMENT &amp; RISERS .  134 APARTMENTS NO CHANGE IN USE EGRE S OR OCCUPANCY.
200714548,Bronx,635,CASTLE HILL AVENUE,3570,1,2092673,A2,209,,2002-04-10,58000.0,0,,,0,,"REPLACEMENT OF GAS PIPING FROM EXISTING METERS TO STOVE OUTLETS.  INCLUD ING OVERHEAD PIPING IN BASEMENT, RISERS AND PIPING TO PILOTS FOR BOILERS.  153 APARTMENT.  NO CHANGE IN USE EGRESS OR O CCUPANCY."
